txn_id,txn_date,account,direction,counterparty,category,amount,balance,reference,description
BANK-2025-00198,2025-06-14,SCB-CURR,OUT,SUP-0023,AP_PAYMENT,537600,84798553,BILL-2025-00087,Paid per credit term
BANK-2025-00199,2025-06-14,SCB-CURR,OUT,SUP-0024,AP_PAYMENT,1120000,83678553,BILL-2025-00088,Paid per credit term
BANK-2025-00200,2025-06-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,39440000,123118553,INV-2025-00056,Cash sale settlement
BANK-2025-00201,2025-06-15,SCB-CURR,IN,CUST-0035,AR_COLLECTION,5100000,128218553,INV-2025-00062,Cash sale settlement
BANK-2025-00202,2025-06-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,1717336,129935889,INV-2025-00064,Cash sale settlement
BANK-2025-00203,2025-06-15,SCB-CURR,OUT,SUP-0020,CAPEX_INTANGIBLE,1134658,128801231,INTANG-2025,Software/IT system
BANK-2025-00204,2025-06-16,SCB-CURR,OUT,SUP-0007,AP_PAYMENT,358400,128442831,BILL-2025-00089,Paid per credit term
BANK-2025-00205,2025-06-18,SCB-CURR,OUT,SUP-0021,AP_PAYMENT,67200,128375631,BILL-2025-00092,Paid per credit term
BANK-2025-00206,2025-06-18,SCB-CURR,OUT,SUP-0022,AP_PAYMENT,44800,128330831,BILL-2025-00093,Paid per credit term
BANK-2025-00207,2025-06-20,SCB-CURR,IN,Various,OTHER_INCOME,1084482,129415313,OI-6,Insurance commission, scrap, misc
BANK-2025-00208,2025-06-20,SCB-CURR,OUT,SUP-0020,AP_PAYMENT,89600,129325713,BILL-2025-00094,Paid per credit term
BANK-2025-00209,2025-06-21,SCB-CURR,IN,CUST-0025,AR_COLLECTION,4640000,133965713,INV-2025-00050,Settled per credit term
BANK-2025-00210,2025-06-22,SCB-CURR,IN,CUST-0040,AR_COLLECTION,1930117,135895830,INV-2025-00055,Settled per credit term
BANK-2025-00211,2025-06-24,SCB-CURR,IN,CUST-0014,AR_COLLECTION,8700000,144595830,INV-2025-00038,Settled per credit term
BANK-2025-00212,2025-06-24,SCB-CURR,OUT,SUP-0025,AP_PAYMENT,492800,144103030,BILL-2025-00095,Paid per credit term
BANK-2025-00213,2025-06-25,SCB-CURR,IN,CUST-0009,AR_COLLECTION,14642100,158745130,INV-2025-00058,Settled per credit term
BANK-2025-00214,2025-06-28,SCB-CURR,OUT,SUP-0030,PAYROLL,8157681,150587449,PAYROLL-6,Monthly payroll
BANK-2025-00215,2025-06-29,SCB-CURR,OUT,SUP-0003,AP_PAYMENT,2800000,147787449,BILL-2025-00079,Paid per credit term
BANK-2025-00216,2025-06-30,SCB-CURR,IN,CUST-0008,AR_COLLECTION,18635400,166422849,INV-2025-00057,Settled per credit term
BANK-2025-00217,2025-06-30,SCB-CURR,OUT,SUP-0029,LT_LOAN_REPAY,5575000,160847849,LTLN-H1,LT loan installment H1
BANK-2025-00218,2025-07-01,SCB-CURR,OUT,SUP-0004,AP_PAYMENT,600000,160247849,BILL-2025-00080,Paid per credit term
BANK-2025-00219,2025-07-01,SCB-CURR,OUT,SUP-0016,LEASE_PAYMENT,1416227,158831622,LEASE-7,Right-of-use lease payment
BANK-2025-00220,2025-07-02,SCB-CURR,OUT,SUP-0011,AP_PAYMENT,134400,158697222,BILL-2025-00091,Paid per credit term
BANK-2025-00221,2025-07-02,SCB-CURR,OUT,SUP-0009,AP_PAYMENT,224000,158473222,BILL-2025-00090,Paid per credit term
BANK-2025-00222,2025-07-03,SCB-CURR,OUT,SUP-0005,AP_PAYMENT,600000,157873222,BILL-2025-00081,Paid per credit term
BANK-2025-00223,2025-07-04,SCB-CURR,IN,CUST-0023,AR_COLLECTION,4848949,162722171,INV-2025-00054,Settled per credit term
BANK-2025-00224,2025-07-05,SCB-CURR,OUT,SUP-0028,INTEREST,597048,162125123,INT-7,Bank loan interest
BANK-2025-00225,2025-07-06,SCB-CURR,IN,CUST-0010,AR_COLLECTION,11092500,173217623,INV-2025-00059,Settled per credit term
BANK-2025-00226,2025-07-10,SCB-CURR,IN,Various,DISPOSAL,3272996,176490619,DISP-2025,Sale of used equipment
BANK-2025-00227,2025-07-10,SCB-CURR,OUT,SUP-0001,AP_PAYMENT,80750000,95740619,BILL-2025-00096,Paid per credit term
BANK-2025-00228,2025-07-11,SCB-CURR,IN,CUST-0020,AR_COLLECTION,1600000,97340619,INV-2025-00052,Settled per credit term
BANK-2025-00229,2025-07-11,SCB-CURR,OUT,SUP-0017,AP_PAYMENT,333200,97007419,BILL-2025-00102,Paid per credit term
BANK-2025-00230,2025-07-11,SCB-CURR,OUT,SUP-0016,AP_PAYMENT,856800,96150619,BILL-2025-00101,Paid per credit term
BANK-2025-00231,2025-07-12,SCB-CURR,OUT,SUP-0002,AP_PAYMENT,3005398,93145221,BILL-2025-00097,Paid per credit term
BANK-2025-00232,2025-07-13,SCB-CURR,OUT,SUP-0013,AP_PAYMENT,47600,93097621,BILL-2025-00104,Paid per credit term
BANK-2025-00233,2025-07-13,SCB-CURR,OUT,SUP-0012,AP_PAYMENT,190400,92907221,BILL-2025-00103,Paid per credit term
BANK-2025-00234,2025-07-13,SCB-CURR,OUT,SUP-0014,AP_PAYMENT,71400,92835821,BILL-2025-00105,Paid per credit term
BANK-2025-00235,2025-07-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,39440000,132275821,INV-2025-00067,Cash sale settlement
BANK-2025-00236,2025-07-15,SCB-CURR,IN,SUP-0028,ST_LOAN_DRAW,230000000,362275821,STLN-Q3,ST loan facility draw
BANK-2025-00237,2025-07-15,SCB-CURR,IN,CUST-0035,AR_COLLECTION,5100000,367375821,INV-2025-00073,Cash sale settlement
BANK-2025-00238,2025-07-15,SCB-CURR,OUT,SUP-0024,AP_PAYMENT,1190000,366185821,BILL-2025-00107,Paid per credit term
BANK-2025-00239,2025-07-15,SCB-CURR,OUT,SUP-0023,AP_PAYMENT,571200,365614621,BILL-2025-00106,Paid per credit term
BANK-2025-00240,2025-07-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,1717336,367331957,INV-2025-00075,Cash sale settlement
BANK-2025-00241,2025-07-17,SCB-CURR,OUT,SUP-0007,AP_PAYMENT,380800,366951157,BILL-2025-00108,Paid per credit term
BANK-2025-00242,2025-07-19,SCB-CURR,OUT,SUP-0021,AP_PAYMENT,71400,366879757,BILL-2025-00111,Paid per credit term
BANK-2025-00243,2025-07-19,SCB-CURR,OUT,SUP-0022,AP_PAYMENT,47600,366832157,BILL-2025-00112,Paid per credit term
BANK-2025-00244,2025-07-20,SCB-CURR,IN,CUST-0024,AR_COLLECTION,5152008,371984165,INV-2025-00065,Settled per credit term
BANK-2025-00245,2025-07-20,SCB-CURR,IN,Various,OTHER_INCOME,1084482,373068647,OI-7,Insurance commission, scrap, misc
BANK-2025-00246,2025-07-21,SCB-CURR,OUT,SUP-0020,AP_PAYMENT,95200,372973447,BILL-2025-00113,Paid per credit term
BANK-2025-00247,2025-07-22,SCB-CURR,IN,CUST-0002,AR_COLLECTION,18635400,391608847,INV-2025-00068,Settled per credit term
BANK-2025-00248,2025-07-22,SCB-CURR,IN,CUST-0041,AR_COLLECTION,4930000,396538847,INV-2025-00061,Settled per credit term
BANK-2025-00249,2025-07-23,SCB-CURR,IN,CUST-0036,AR_COLLECTION,2050750,398589597,INV-2025-00066,Settled per credit term
BANK-2025-00250,2025-07-24,SCB-CURR,IN,CUST-0015,AR_COLLECTION,9280000,407869597,INV-2025-00049,Settled per credit term
BANK-2025-00251,2025-07-25,SCB-CURR,IN,CUST-0003,AR_COLLECTION,14642100,422511697,INV-2025-00069,Settled per credit term
BANK-2025-00252,2025-07-25,SCB-CURR,OUT,SUP-0025,AP_PAYMENT,523600,421988097,BILL-2025-00114,Paid per credit term
BANK-2025-00253,2025-07-28,SCB-CURR,IN,CUST-0004,AR_COLLECTION,11092500,433080597,INV-2025-00070,Settled per credit term
BANK-2025-00254,2025-07-28,SCB-CURR,OUT,SUP-0030,PAYROLL,8157681,424922916,PAYROLL-7,Monthly payroll
BANK-2025-00255,2025-07-30,SCB-CURR,OUT,SUP-0003,AP_PAYMENT,2975000,421947916,BILL-2025-00098,Paid per credit term
BANK-2025-00256,2025-08-01,SCB-CURR,OUT,SUP-0016,LEASE_PAYMENT,1416227,420531689,LEASE-8,Right-of-use lease payment
BANK-2025-00257,2025-08-01,SCB-CURR,OUT,SUP-0004,AP_PAYMENT,637500,419894189,BILL-2025-00099,Paid per credit term
BANK-2025-00258,2025-08-02,SCB-CURR,OUT,SUP-0011,AP_PAYMENT,142800,419751389,BILL-2025-00110,Paid per credit term
BANK-2025-00259,2025-08-02,SCB-CURR,OUT,SUP-0009,AP_PAYMENT,238000,419513389,BILL-2025-00109,Paid per credit term
BANK-2025-00260,2025-08-03,SCB-CURR,OUT,SUP-0005,AP_PAYMENT,637500,418875889,BILL-2025-00100,Paid per credit term
BANK-2025-00261,2025-08-05,SCB-CURR,OUT,SUP-0028,INTEREST,597048,418278841,INT-8,Bank loan interest
BANK-2025-00262,2025-08-09,SCB-CURR,IN,CUST-0016,AR_COLLECTION,9860000,428138841,INV-2025-00060,Settled per credit term
BANK-2025-00263,2025-08-09,SCB-CURR,OUT,SUP-0001,AP_PAYMENT,80750000,347388841,BILL-2025-00115,Paid per credit term
BANK-2025-00264,2025-08-10,SCB-CURR,OUT,SUP-0016,AP_PAYMENT,856800,346532041,BILL-2025-00120,Paid per credit term
BANK-2025-00265,2025-08-10,SCB-CURR,OUT,SUP-0017,AP_PAYMENT,333200,346198841,BILL-2025-00121,Paid per credit term
BANK-2025-00266,2025-08-11,SCB-CURR,OUT,SUP-0002,AP_PAYMENT,3005398,343193443,BILL-2025-00116,Paid per credit term
BANK-2025-00267,2025-08-12,SCB-CURR,OUT,SUP-0014,AP_PAYMENT,71400,343122043,BILL-2025-00124,Paid per credit term
BANK-2025-00268,2025-08-12,SCB-CURR,OUT,SUP-0012,AP_PAYMENT,190400,342931643,BILL-2025-00122,Paid per credit term
BANK-2025-00269,2025-08-12,SCB-CURR,OUT,SUP-0013,AP_PAYMENT,47600,342884043,BILL-2025-00123,Paid per credit term
BANK-2025-00270,2025-08-14,SCB-CURR,OUT,SUP-0023,AP_PAYMENT,571200,342312843,BILL-2025-00125,Paid per credit term
BANK-2025-00271,2025-08-14,SCB-CURR,OUT,SUP-0024,AP_PAYMENT,1190000,341122843,BILL-2025-00126,Paid per credit term
BANK-2025-00272,2025-08-15,SCB-CURR,OUT,SUP-0028,ST_LOAN_REPAY,255000000,86122843,STLN-Q4,ST loan repayment
BANK-2025-00273,2025-08-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,39440000,125562843,INV-2025-00078,Cash sale settlement
BANK-2025-00274,2025-08-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,1717336,127280179,INV-2025-00086,Cash sale settlement
BANK-2025-00275,2025-08-15,SCB-CURR,IN,CUST-0035,AR_COLLECTION,5100000,132380179,INV-2025-00084,Cash sale settlement
BANK-2025-00276,2025-08-16,SCB-CURR,OUT,SUP-0007,AP_PAYMENT,380800,131999379,BILL-2025-00127,Paid per credit term
BANK-2025-00277,2025-08-18,SCB-CURR,OUT,SUP-0021,AP_PAYMENT,71400,131927979,BILL-2025-00130,Paid per credit term
BANK-2025-00278,2025-08-18,SCB-CURR,OUT,SUP-0022,AP_PAYMENT,47600,131880379,BILL-2025-00131,Paid per credit term
BANK-2025-00279,2025-08-19,SCB-CURR,IN,CUST-0025,AR_COLLECTION,5152008,137032387,INV-2025-00076,Settled per credit term
BANK-2025-00280,2025-08-20,SCB-CURR,OUT,SUP-0020,AP_PAYMENT,95200,136937187,BILL-2025-00132,Paid per credit term
BANK-2025-00281,2025-08-20,SCB-CURR,IN,Various,OTHER_INCOME,1084482,138021669,OI-8,Insurance commission, scrap, misc
BANK-2025-00282,2025-08-21,SCB-CURR,IN,CUST-0042,AR_COLLECTION,4930000,142951669,INV-2025-00072,Settled per credit term
BANK-2025-00283,2025-08-22,SCB-CURR,IN,CUST-0037,AR_COLLECTION,2050750,145002419,INV-2025-00077,Settled per credit term
BANK-2025-00284,2025-08-24,SCB-CURR,OUT,SUP-0025,AP_PAYMENT,523600,144478819,BILL-2025-00133,Paid per credit term
BANK-2025-00285,2025-08-28,SCB-CURR,IN,CUST-0007,AR_COLLECTION,11092500,155571319,INV-2025-00081,Settled per credit term
BANK-2025-00286,2025-08-28,SCB-CURR,OUT,SUP-0030,PAYROLL,8157681,147413638,PAYROLL-8,Monthly payroll
BANK-2025-00287,2025-08-29,SCB-CURR,OUT,SUP-0003,AP_PAYMENT,2975000,144438638,BILL-2025-00117,Paid per credit term
BANK-2025-00288,2025-08-30,SCB-CURR,IN,CUST-0005,AR_COLLECTION,18635400,163074038,INV-2025-00079,Settled per credit term
BANK-2025-00289,2025-08-31,SCB-CURR,OUT,SUP-0004,AP_PAYMENT,637500,162436538,BILL-2025-00118,Paid per credit term
BANK-2025-00290,2025-09-01,SCB-CURR,OUT,SUP-0011,AP_PAYMENT,142800,162293738,BILL-2025-00129,Paid per credit term
BANK-2025-00291,2025-09-01,SCB-CURR,OUT,SUP-0009,AP_PAYMENT,238000,162055738,BILL-2025-00128,Paid per credit term
BANK-2025-00292,2025-09-01,SCB-CURR,OUT,SUP-0016,LEASE_PAYMENT,1499534,160556204,LEASE-9,Right-of-use lease payment
BANK-2025-00293,2025-09-02,SCB-CURR,OUT,SUP-0005,AP_PAYMENT,637500,159918704,BILL-2025-00119,Paid per credit term
BANK-2025-00294,2025-09-02,SCB-CURR,IN,CUST-0006,AR_COLLECTION,14642100,174560804,INV-2025-00080,Settled per credit term
BANK-2025-00295,2025-09-05,SCB-CURR,OUT,SUP-0028,INTEREST,632168,173928636,INT-9,Bank loan interest
BANK-2025-00296,2025-09-08,SCB-CURR,IN,CUST-0017,AR_COLLECTION,9860000,183788636,INV-2025-00071,Settled per credit term
BANK-2025-00297,2025-09-09,SCB-CURR,OUT,SUP-0001,AP_PAYMENT,80750000,103038636,BILL-2025-00134,Paid per credit term
BANK-2025-00298,2025-09-10,SCB-CURR,OUT,SUP-0016,AP_PAYMENT,856800,102181836,BILL-2025-00139,Paid per credit term
BANK-2025-00299,2025-09-10,SCB-CURR,OUT,SUP-0017,AP_PAYMENT,333200,101848636,BILL-2025-00140,Paid per credit term
BANK-2025-00300,2025-09-11,SCB-CURR,OUT,SUP-0002,AP_PAYMENT,3005398,98843238,BILL-2025-00135,Paid per credit term
BANK-2025-00301,2025-09-12,SCB-CURR,OUT,SUP-0012,AP_PAYMENT,190400,98652838,BILL-2025-00141,Paid per credit term
BANK-2025-00302,2025-09-12,SCB-CURR,OUT,SUP-0013,AP_PAYMENT,47600,98605238,BILL-2025-00142,Paid per credit term
BANK-2025-00303,2025-09-12,SCB-CURR,OUT,SUP-0014,AP_PAYMENT,71400,98533838,BILL-2025-00143,Paid per credit term
BANK-2025-00304,2025-09-14,SCB-CURR,OUT,SUP-0024,AP_PAYMENT,1190000,97343838,BILL-2025-00145,Paid per credit term
BANK-2025-00305,2025-09-14,SCB-CURR,OUT,SUP-0023,AP_PAYMENT,571200,96772638,BILL-2025-00144,Paid per credit term
BANK-2025-00306,2025-09-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,1818356,98590994,INV-2025-00097,Cash sale settlement
BANK-2025-00307,2025-09-15,SCB-CURR,OUT,SUP-0019,CAPEX,1563493,97027501,CAPEX-EQ-2,Workshop tools upgrade
BANK-2025-00308,2025-09-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,41760000,138787501,INV-2025-00089,Cash sale settlement
BANK-2025-00309,2025-09-15,SCB-CURR,IN,CUST-0035,AR_COLLECTION,5400000,144187501,INV-2025-00095,Cash sale settlement
BANK-2025-00310,2025-09-15,SCB-CURR,IN,SUP-0028,ST_LOAN_DRAW,230000000,374187501,STLN-Q5,ST loan facility draw
BANK-2025-00311,2025-09-16,SCB-CURR,OUT,SUP-0007,AP_PAYMENT,380800,373806701,BILL-2025-00146,Paid per credit term
BANK-2025-00312,2025-09-18,SCB-CURR,OUT,SUP-0021,AP_PAYMENT,71400,373735301,BILL-2025-00149,Paid per credit term
BANK-2025-00313,2025-09-18,SCB-CURR,OUT,SUP-0022,AP_PAYMENT,47600,373687701,BILL-2025-00150,Paid per credit term
BANK-2025-00314,2025-09-19,SCB-CURR,IN,CUST-0041,AR_COLLECTION,5152008,378839709,INV-2025-00087,Settled per credit term
BANK-2025-00315,2025-09-20,SCB-CURR,OUT,SUP-0020,AP_PAYMENT,95200,378744509,BILL-2025-00151,Paid per credit term
BANK-2025-00316,2025-09-20,SCB-CURR,IN,Various,OTHER_INCOME,1148276,379892785,OI-9,Insurance commission, scrap, misc
BANK-2025-00317,2025-09-22,SCB-CURR,IN,CUST-0038,AR_COLLECTION,2050750,381943535,INV-2025-00088,Settled per credit term
BANK-2025-00318,2025-09-24,SCB-CURR,OUT,SUP-0025,AP_PAYMENT,523600,381419935,BILL-2025-00152,Paid per credit term
BANK-2025-00319,2025-09-24,SCB-CURR,IN,CUST-0018,AR_COLLECTION,9860000,391279935,INV-2025-00082,Settled per credit term
BANK-2025-00320,2025-09-25,SCB-CURR,IN,CUST-0009,AR_COLLECTION,15503400,406783335,INV-2025-00091,Settled per credit term
BANK-2025-00321,2025-09-25,SCB-CURR,IN,CUST-0043,AR_COLLECTION,1700000,408483335,INV-2025-00063,Settled per credit term
BANK-2025-00322,2025-09-28,SCB-CURR,OUT,SUP-0030,PAYROLL,8637545,399845790,PAYROLL-9,Monthly payroll
BANK-2025-00323,2025-09-29,SCB-CURR,OUT,SUP-0003,AP_PAYMENT,2975000,396870790,BILL-2025-00136,Paid per credit term
BANK-2025-00324,2025-09-30,SCB-CURR,IN,CUST-0008,AR_COLLECTION,19731600,416602390,INV-2025-00090,Settled per credit term
BANK-2025-00325,2025-10-01,SCB-CURR,OUT,SUP-0004,AP_PAYMENT,637500,415964890,BILL-2025-00137,Paid per credit term
BANK-2025-00326,2025-10-01,SCB-CURR,OUT,SUP-0016,LEASE_PAYMENT,1499534,414465356,LEASE-10,Right-of-use lease payment
BANK-2025-00327,2025-10-02,SCB-CURR,OUT,SUP-0009,AP_PAYMENT,238000,414227356,BILL-2025-00147,Paid per credit term
BANK-2025-00328,2025-10-02,SCB-CURR,OUT,SUP-0011,AP_PAYMENT,142800,414084556,BILL-2025-00148,Paid per credit term
BANK-2025-00329,2025-10-03,SCB-CURR,OUT,SUP-0005,AP_PAYMENT,637500,413447056,BILL-2025-00138,Paid per credit term
BANK-2025-00330,2025-10-05,SCB-CURR,OUT,SUP-0028,INTEREST,632168,412814888,INT-10,Bank loan interest
BANK-2025-00331,2025-10-06,SCB-CURR,IN,CUST-0021,AR_COLLECTION,4930000,417744888,INV-2025-00083,Settled per credit term
BANK-2025-00332,2025-10-06,SCB-CURR,IN,CUST-0010,AR_COLLECTION,11745000,429489888,INV-2025-00092,Settled per credit term
BANK-2025-00333,2025-10-10,SCB-CURR,OUT,SUP-0001,AP_PAYMENT,85500000,343989888,BILL-2025-00153,Paid per credit term
BANK-2025-00334,2025-10-11,SCB-CURR,OUT,SUP-0017,AP_PAYMENT,352800,343637088,BILL-2025-00159,Paid per credit term
BANK-2025-00335,2025-10-11,SCB-CURR,OUT,SUP-0016,AP_PAYMENT,907200,342729888,BILL-2025-00158,Paid per credit term
BANK-2025-00336,2025-10-12,SCB-CURR,OUT,SUP-0002,AP_PAYMENT,3182186,339547702,BILL-2025-00154,Paid per credit term
BANK-2025-00337,2025-10-13,SCB-CURR,OUT,SUP-0013,AP_PAYMENT,50400,339497302,BILL-2025-00161,Paid per credit term
BANK-2025-00338,2025-10-13,SCB-CURR,OUT,SUP-0014,AP_PAYMENT,75600,339421702,BILL-2025-00162,Paid per credit term
BANK-2025-00339,2025-10-13,SCB-CURR,OUT,SUP-0012,AP_PAYMENT,201600,339220102,BILL-2025-00160,Paid per credit term
BANK-2025-00340,2025-10-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,41760000,380980102,INV-2025-00100,Cash sale settlement
BANK-2025-00341,2025-10-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,1818356,382798458,INV-2025-00108,Cash sale settlement
BANK-2025-00342,2025-10-15,SCB-CURR,IN,CUST-0035,AR_COLLECTION,5400000,388198458,INV-2025-00106,Cash sale settlement
BANK-2025-00343,2025-10-15,SCB-CURR,OUT,SUP-0024,AP_PAYMENT,1260000,386938458,BILL-2025-00164,Paid per credit term
BANK-2025-00344,2025-10-15,SCB-CURR,OUT,SUP-0028,ST_LOAN_REPAY,255000000,131938458,STLN-Q6,ST loan repayment
BANK-2025-00345,2025-10-15,SCB-CURR,OUT,SUP-0023,AP_PAYMENT,604800,131333658,BILL-2025-00163,Paid per credit term
BANK-2025-00346,2025-10-17,SCB-CURR,OUT,SUP-0007,AP_PAYMENT,403200,130930458,BILL-2025-00165,Paid per credit term
BANK-2025-00347,2025-10-19,SCB-CURR,OUT,SUP-0021,AP_PAYMENT,75600,130854858,BILL-2025-00168,Paid per credit term
BANK-2025-00348,2025-10-19,SCB-CURR,OUT,SUP-0022,AP_PAYMENT,50400,130804458,BILL-2025-00169,Paid per credit term
BANK-2025-00349,2025-10-20,SCB-CURR,IN,CUST-0042,AR_COLLECTION,5455067,136259525,INV-2025-00098,Settled per credit term
BANK-2025-00350,2025-10-20,SCB-CURR,IN,Various,OTHER_INCOME,1148276,137407801,OI-10,Insurance commission, scrap, misc
BANK-2025-00351,2025-10-21,SCB-CURR,OUT,SUP-0020,AP_PAYMENT,100800,137307001,BILL-2025-00170,Paid per credit term
BANK-2025-00352,2025-10-22,SCB-CURR,IN,CUST-0002,AR_COLLECTION,19731600,157038601,INV-2025-00101,Settled per credit term
BANK-2025-00353,2025-10-25,SCB-CURR,IN,CUST-0044,AR_COLLECTION,1700000,158738601,INV-2025-00074,Settled per credit term
BANK-2025-00354,2025-10-25,SCB-CURR,IN,CUST-0003,AR_COLLECTION,15503400,174242001,INV-2025-00102,Settled per credit term
BANK-2025-00355,2025-10-25,SCB-CURR,OUT,SUP-0025,AP_PAYMENT,554400,173687601,BILL-2025-00171,Paid per credit term
BANK-2025-00356,2025-10-25,SCB-CURR,IN,CUST-0019,AR_COLLECTION,10440000,184127601,INV-2025-00093,Settled per credit term
BANK-2025-00357,2025-10-26,SCB-CURR,IN,CUST-0045,AR_COLLECTION,1700000,185827601,INV-2025-00085,Settled per credit term
BANK-2025-00358,2025-10-28,SCB-CURR,IN,CUST-0004,AR_COLLECTION,11745000,197572601,INV-2025-00103,Settled per credit term
BANK-2025-00359,2025-10-28,SCB-CURR,OUT,SUP-0030,PAYROLL,8637545,188935056,PAYROLL-10,Monthly payroll
BANK-2025-00360,2025-10-30,SCB-CURR,OUT,SUP-0003,AP_PAYMENT,3150000,185785056,BILL-2025-00155,Paid per credit term
BANK-2025-00361,2025-11-01,SCB-CURR,OUT,SUP-0004,AP_PAYMENT,675000,185110056,BILL-2025-00156,Paid per credit term
BANK-2025-00362,2025-11-01,SCB-CURR,OUT,SUP-0016,LEASE_PAYMENT,1499534,183610522,LEASE-11,Right-of-use lease payment
BANK-2025-00363,2025-11-02,SCB-CURR,OUT,SUP-0009,AP_PAYMENT,252000,183358522,BILL-2025-00166,Paid per credit term
BANK-2025-00364,2025-11-02,SCB-CURR,OUT,SUP-0011,AP_PAYMENT,151200,183207322,BILL-2025-00167,Paid per credit term
BANK-2025-00365,2025-11-03,SCB-CURR,OUT,SUP-0005,AP_PAYMENT,675000,182532322,BILL-2025-00157,Paid per credit term
BANK-2025-00366,2025-11-05,SCB-CURR,OUT,SUP-0028,INTEREST,632168,181900154,INT-11,Bank loan interest
BANK-2025-00367,2025-11-06,SCB-CURR,IN,CUST-0022,AR_COLLECTION,5220000,187120154,INV-2025-00094,Settled per credit term
BANK-2025-00368,2025-11-07,SCB-CURR,IN,CUST-0039,AR_COLLECTION,2171382,189291536,INV-2025-00099,Settled per credit term
BANK-2025-00369,2025-11-09,SCB-CURR,OUT,SUP-0001,AP_PAYMENT,85500000,103791536,BILL-2025-00172,Paid per credit term
BANK-2025-00370,2025-11-10,SCB-CURR,OUT,SUP-0017,AP_PAYMENT,352800,103438736,BILL-2025-00178,Paid per credit term
BANK-2025-00371,2025-11-10,SCB-CURR,OUT,SUP-0016,AP_PAYMENT,907200,102531536,BILL-2025-00177,Paid per credit term
BANK-2025-00372,2025-11-11,SCB-CURR,OUT,SUP-0002,AP_PAYMENT,3182186,99349350,BILL-2025-00173,Paid per credit term
BANK-2025-00373,2025-11-11,SCB-CURR,IN,CUST-0048,AR_COLLECTION,1800000,101149350,INV-2025-00096,Settled per credit term
BANK-2025-00374,2025-11-12,SCB-CURR,OUT,SUP-0012,AP_PAYMENT,201600,100947750,BILL-2025-00179,Paid per credit term
BANK-2025-00375,2025-11-12,SCB-CURR,OUT,SUP-0014,AP_PAYMENT,75600,100872150,BILL-2025-00181,Paid per credit term
BANK-2025-00376,2025-11-12,SCB-CURR,OUT,SUP-0013,AP_PAYMENT,50400,100821750,BILL-2025-00180,Paid per credit term
BANK-2025-00377,2025-11-14,SCB-CURR,OUT,SUP-0024,AP_PAYMENT,1260000,99561750,BILL-2025-00183,Paid per credit term
BANK-2025-00378,2025-11-14,SCB-CURR,OUT,SUP-0023,AP_PAYMENT,604800,98956950,BILL-2025-00182,Paid per credit term
BANK-2025-00379,2025-11-15,SCB-CURR,IN,SUP-0028,ST_LOAN_DRAW,230000000,328956950,STLN-Q7,ST loan facility draw
BANK-2025-00380,2025-11-15,SCB-CURR,IN,CUST-0035,AR_COLLECTION,5400000,334356950,INV-2025-00117,Cash sale settlement
BANK-2025-00381,2025-11-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,1818356,336175306,INV-2025-00119,Cash sale settlement
BANK-2025-00382,2025-11-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,41760000,377935306,INV-2025-00111,Cash sale settlement
BANK-2025-00383,2025-11-16,SCB-CURR,OUT,SUP-0007,AP_PAYMENT,403200,377532106,BILL-2025-00184,Paid per credit term
BANK-2025-00384,2025-11-18,SCB-CURR,OUT,SUP-0022,AP_PAYMENT,50400,377481706,BILL-2025-00188,Paid per credit term
BANK-2025-00385,2025-11-18,SCB-CURR,OUT,SUP-0021,AP_PAYMENT,75600,377406106,BILL-2025-00187,Paid per credit term
BANK-2025-00386,2025-11-19,SCB-CURR,IN,CUST-0033,AR_COLLECTION,5455067,382861173,INV-2025-00109,Settled per credit term
BANK-2025-00387,2025-11-20,SCB-CURR,OUT,SUP-0020,AP_PAYMENT,100800,382760373,BILL-2025-00189,Paid per credit term
BANK-2025-00388,2025-11-20,SCB-CURR,IN,Various,OTHER_INCOME,1148276,383908649,OI-11,Insurance commission, scrap, misc
BANK-2025-00389,2025-11-22,SCB-CURR,IN,CUST-0040,AR_COLLECTION,2171382,386080031,INV-2025-00110,Settled per credit term
BANK-2025-00390,2025-11-24,SCB-CURR,OUT,SUP-0025,AP_PAYMENT,554400,385525631,BILL-2025-00190,Paid per credit term
BANK-2025-00391,2025-11-28,SCB-CURR,OUT,SUP-0026,TAX,8154376,377371255,TAX-NOV,Annual income tax balance
BANK-2025-00392,2025-11-28,SCB-CURR,OUT,SUP-0030,PAYROLL,8637545,368733710,PAYROLL-11,Monthly payroll
BANK-2025-00393,2025-11-28,SCB-CURR,IN,CUST-0007,AR_COLLECTION,11745000,380478710,INV-2025-00114,Settled per credit term
BANK-2025-00394,2025-11-29,SCB-CURR,OUT,SUP-0003,AP_PAYMENT,3150000,377328710,BILL-2025-00174,Paid per credit term
