payment_id,payment_date,supplier_id,bill_id,amount,payment_method,bank_account,reference
PAY-2025-00218,2025-12-10,SUP-0001,BILL-2025-00191,85500000,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00219,2025-12-11,SUP-0016,BILL-2025-00196,907200,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00220,2025-12-11,SUP-0017,BILL-2025-00197,352800,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00221,2025-12-12,SUP-0002,BILL-2025-00192,3182186,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00222,2025-12-13,SUP-0012,BILL-2025-00198,201600,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00223,2025-12-13,SUP-0014,BILL-2025-00200,75600,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00224,2025-12-13,SUP-0013,BILL-2025-00199,50400,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00225,2025-12-15,SUP-0023,BILL-2025-00201,604800,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00226,2025-12-15,SUP-0024,BILL-2025-00202,1260000,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00227,2025-12-17,SUP-0007,BILL-2025-00203,403200,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00228,2025-12-19,SUP-0022,BILL-2025-00207,50400,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00229,2025-12-19,SUP-0021,BILL-2025-00206,75600,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00230,2025-12-21,SUP-0020,BILL-2025-00208,100800,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00231,2025-12-25,SUP-0025,BILL-2025-00209,554400,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00232,2025-12-30,SUP-0003,BILL-2025-00193,3150000,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00233,2026-01-01,SUP-0004,BILL-2025-00194,675000,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00234,2026-01-02,SUP-0011,BILL-2025-00205,151200,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00235,2026-01-02,SUP-0009,BILL-2025-00204,252000,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00236,2026-01-03,SUP-0005,BILL-2025-00195,675000,BANK_TRANSFER,SCB-CURR,Paid per credit term
PAY-2025-00237,2026-01-09,SUP-0001,BILL-2025-00210,11125084,BANK_TRANSFER,SCB-CURR,Partial payment
