"bank_txn_id","company","txn_date","bank_account","direction","amount","description","reference","source"
"JE-HMW-00379-2","HMW","2025-12-25","1112","OUT","37185","HMW finance cost 5510_LTLOAN","FIN-HMW-2025-12-5510_LTLOAN","GL"
"JE-HMW-00380-1","HMW","2025-01-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-01","LOAN"
"JE-HMW-00381-2","HMW","2025-01-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-01","LOAN"
"JE-HMW-00382-1","HMW","2025-02-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-02","LOAN"
"JE-HMW-00383-2","HMW","2025-02-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-02","LOAN"
"JE-HMW-00384-1","HMW","2025-03-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-03","LOAN"
"JE-HMW-00385-2","HMW","2025-03-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-03","LOAN"
"JE-HMW-00386-1","HMW","2025-04-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-04","LOAN"
"JE-HMW-00387-2","HMW","2025-04-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-04","LOAN"
"JE-HMW-00388-1","HMW","2025-05-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-05","LOAN"
"JE-HMW-00389-2","HMW","2025-05-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-05","LOAN"
"JE-HMW-00390-1","HMW","2025-06-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-06","LOAN"
"JE-HMW-00391-2","HMW","2025-06-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-06","LOAN"
"JE-HMW-00392-1","HMW","2025-07-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-07","LOAN"
"JE-HMW-00393-2","HMW","2025-07-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-07","LOAN"
"JE-HMW-00394-1","HMW","2025-08-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-08","LOAN"
"JE-HMW-00395-2","HMW","2025-08-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-08","LOAN"
"JE-HMW-00396-1","HMW","2025-09-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-09","LOAN"
"JE-HMW-00397-2","HMW","2025-09-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-09","LOAN"
"JE-HMW-00398-1","HMW","2025-10-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-10","LOAN"
"JE-HMW-00399-2","HMW","2025-10-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-10","LOAN"
"JE-HMW-00400-1","HMW","2025-11-05","1112","IN","76666666","HMW ST loan proceeds","STL-PROC-HMW-2025-11","LOAN"
"JE-HMW-00401-2","HMW","2025-11-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-11","LOAN"
"JE-HMW-00402-1","HMW","2025-12-05","1112","IN","76666674","HMW ST loan proceeds","STL-PROC-HMW-2025-12","LOAN"
"JE-HMW-00403-2","HMW","2025-12-28","1112","OUT","85000000","HMW ST loan repayment","STL-REPAY-HMW-2025-12","LOAN"
"JE-HMW-00404-2","HMW","2025-06-30","1112","OUT","11150000","HMW LT loan final repayment","LTL-REPAY-HMW-FINAL","LOAN"
"JE-HMW-00405-2","HMW","2025-01-01","1112","OUT","1233504","HMW lease payment","LEASE-PAY-HMW-2025-01","BANK"
"JE-HMW-00406-2","HMW","2025-02-01","1112","OUT","1233504","HMW lease payment","LEASE-PAY-HMW-2025-02","BANK"
"JE-HMW-00407-2","HMW","2025-03-01","1112","OUT","1233504","HMW lease payment","LEASE-PAY-HMW-2025-03","BANK"
"JE-HMW-00408-2","HMW","2025-04-01","1112","OUT","1233504","HMW lease payment","LEASE-PAY-HMW-2025-04","BANK"
"JE-HMW-00409-2","HMW","2025-05-01","1112","OUT","1233504","HMW lease payment","LEASE-PAY-HMW-2025-05","BANK"
"JE-HMW-00410-2","HMW","2025-06-01","1112","OUT","1233504","HMW lease payment","LEASE-PAY-HMW-2025-06","BANK"
"JE-HMW-00411-2","HMW","2025-07-01","1112","OUT","1233504","HMW lease payment","LEASE-PAY-HMW-2025-07","BANK"
"JE-HMW-00412-2","HMW","2025-08-01","1112","OUT","1233504","HMW lease payment","LEASE-PAY-HMW-2025-08","BANK"
"JE-HMW-00413-2","HMW","2025-09-01","1112","OUT","1248365","HMW lease payment","LEASE-PAY-HMW-2025-09","BANK"
"JE-HMW-00414-2","HMW","2025-10-01","1112","OUT","1248365","HMW lease payment","LEASE-PAY-HMW-2025-10","BANK"
"JE-HMW-00415-2","HMW","2025-11-01","1112","OUT","1248365","HMW lease payment","LEASE-PAY-HMW-2025-11","BANK"
"JE-HMW-00416-2","HMW","2025-12-01","1112","OUT","1248362","HMW lease payment","LEASE-PAY-HMW-2025-12","BANK"
"JE-HMW-00418-2","HMW","2025-03-01","1112","OUT","2800000","HMW capex - new test drive fleet","CAPEX-HMW-VEH-002","FA"
"JE-HMW-00419-2","HMW","2025-09-30","1112","OUT","263493","HMW capex - F&E upgrade","CAPEX-HMW-FE-2025","FA"
"JE-HMW-00420-1","HMW","2025-06-15","1112","IN","3272996","HMW disposal of test drive vehicles","DISP-HMW-VEH-2020","FA"
"JE-HMW-00425-2","HMW","2025-04-30","1112","OUT","3875000","HMW tax payment PND.51 Q1","TAX-PAY-HMW-Q1","TAX"
"JE-HMW-00426-2","HMW","2025-07-30","1112","OUT","3875000","HMW tax payment PND.51 Q2","TAX-PAY-HMW-Q2","TAX"
"JE-HMW-00427-2","HMW","2025-10-30","1112","OUT","3875000","HMW tax payment PND.51 Q3","TAX-PAY-HMW-Q3","TAX"
"JE-HMW-00428-2","HMW","2025-12-30","1112","OUT","3875000","HMW tax payment PND.51 Q4","TAX-PAY-HMW-Q4","TAX"
"JE-HMW-00429-2","HMW","2025-04-30","1112","OUT","15956511","HMW dividend declared and paid to ACG","DIV-HMW-2025","GL"
"JE-CLIK-00001-22","CLIK","2025-01-01","1112","IN","8000000","Opening balance 2025 (1-Jan)","OPEN-CLIK","GL"
"JE-CLIK-00002-1","CLIK","2025-01-28","1112","IN","331345","CLIK 4190 monthly revenue","REV-CLIK-2025-01-4190","AR"
"JE-CLIK-00003-1","CLIK","2025-02-28","1112","IN","309256","CLIK 4190 monthly revenue","REV-CLIK-2025-02-4190","AR"
"JE-CLIK-00004-1","CLIK","2025-03-28","1112","IN","375525","CLIK 4190 monthly revenue","REV-CLIK-2025-03-4190","AR"
"JE-CLIK-00005-1","CLIK","2025-04-28","1112","IN","331345","CLIK 4190 monthly revenue","REV-CLIK-2025-04-4190","AR"
"JE-CLIK-00006-1","CLIK","2025-05-28","1112","IN","353435","CLIK 4190 monthly revenue","REV-CLIK-2025-05-4190","AR"
"JE-CLIK-00007-1","CLIK","2025-06-28","1112","IN","375525","CLIK 4190 monthly revenue","REV-CLIK-2025-06-4190","AR"
"JE-CLIK-00008-1","CLIK","2025-07-28","1112","IN","375525","CLIK 4190 monthly revenue","REV-CLIK-2025-07-4190","AR"
"JE-CLIK-00009-1","CLIK","2025-08-28","1112","IN","375525","CLIK 4190 monthly revenue","REV-CLIK-2025-08-4190","AR"
"JE-CLIK-00010-1","CLIK","2025-09-28","1112","IN","397614","CLIK 4190 monthly revenue","REV-CLIK-2025-09-4190","AR"
"JE-CLIK-00011-1","CLIK","2025-10-28","1112","IN","397614","CLIK 4190 monthly revenue","REV-CLIK-2025-10-4190","AR"
"JE-CLIK-00012-1","CLIK","2025-11-28","1112","IN","397614","CLIK 4190 monthly revenue","REV-CLIK-2025-11-4190","AR"
"JE-CLIK-00013-1","CLIK","2025-12-28","1112","IN","397613","CLIK 4190 monthly revenue","REV-CLIK-2025-12-4190","AR"
"JE-CLIK-00014-2","CLIK","2025-01-28","1112","IN","2550000","CLIK 4130 monthly revenue","REV-CLIK-2025-01-4130","AR"
"JE-CLIK-00015-2","CLIK","2025-02-28","1112","IN","2380000","CLIK 4130 monthly revenue","REV-CLIK-2025-02-4130","AR"
"JE-CLIK-00016-2","CLIK","2025-03-28","1112","IN","2890000","CLIK 4130 monthly revenue","REV-CLIK-2025-03-4130","AR"
"JE-CLIK-00017-2","CLIK","2025-04-28","1112","IN","2550000","CLIK 4130 monthly revenue","REV-CLIK-2025-04-4130","AR"
"JE-CLIK-00018-2","CLIK","2025-05-28","1112","IN","2720000","CLIK 4130 monthly revenue","REV-CLIK-2025-05-4130","AR"
"JE-CLIK-00019-2","CLIK","2025-06-28","1112","IN","2890000","CLIK 4130 monthly revenue","REV-CLIK-2025-06-4130","AR"
"JE-CLIK-00020-2","CLIK","2025-07-28","1112","IN","2890000","CLIK 4130 monthly revenue","REV-CLIK-2025-07-4130","AR"
"JE-CLIK-00021-2","CLIK","2025-08-28","1112","IN","2890000","CLIK 4130 monthly revenue","REV-CLIK-2025-08-4130","AR"
"JE-CLIK-00022-2","CLIK","2025-09-28","1112","IN","3060000","CLIK 4130 monthly revenue","REV-CLIK-2025-09-4130","AR"
"JE-CLIK-00023-2","CLIK","2025-10-28","1112","IN","3060000","CLIK 4130 monthly revenue","REV-CLIK-2025-10-4130","AR"
"JE-CLIK-00024-2","CLIK","2025-11-28","1112","IN","3060000","CLIK 4130 monthly revenue","REV-CLIK-2025-11-4130","AR"
"JE-CLIK-00025-2","CLIK","2025-12-28","1112","IN","3060000","CLIK 4130 monthly revenue","REV-CLIK-2025-12-4130","AR"
"JE-CLIK-00038-1","CLIK","2025-01-28","1112","IN","900000","CLIK 4140 monthly revenue","REV-CLIK-2025-01-4140","AR"
"JE-CLIK-00039-1","CLIK","2025-02-28","1112","IN","840000","CLIK 4140 monthly revenue","REV-CLIK-2025-02-4140","AR"
"JE-CLIK-00040-1","CLIK","2025-03-28","1112","IN","1020000","CLIK 4140 monthly revenue","REV-CLIK-2025-03-4140","AR"
"JE-CLIK-00041-1","CLIK","2025-04-28","1112","IN","900000","CLIK 4140 monthly revenue","REV-CLIK-2025-04-4140","AR"
"JE-CLIK-00042-1","CLIK","2025-05-28","1112","IN","960000","CLIK 4140 monthly revenue","REV-CLIK-2025-05-4140","AR"
"JE-CLIK-00043-1","CLIK","2025-06-28","1112","IN","1020000","CLIK 4140 monthly revenue","REV-CLIK-2025-06-4140","AR"
"JE-CLIK-00044-1","CLIK","2025-07-28","1112","IN","1020000","CLIK 4140 monthly revenue","REV-CLIK-2025-07-4140","AR"
"JE-CLIK-00045-1","CLIK","2025-08-28","1112","IN","1020000","CLIK 4140 monthly revenue","REV-CLIK-2025-08-4140","AR"
"JE-CLIK-00046-1","CLIK","2025-09-28","1112","IN","1080000","CLIK 4140 monthly revenue","REV-CLIK-2025-09-4140","AR"
"JE-CLIK-00047-1","CLIK","2025-10-28","1112","IN","1080000","CLIK 4140 monthly revenue","REV-CLIK-2025-10-4140","AR"
"JE-CLIK-00048-1","CLIK","2025-11-28","1112","IN","1080000","CLIK 4140 monthly revenue","REV-CLIK-2025-11-4140","AR"
"JE-CLIK-00049-1","CLIK","2025-12-28","1112","IN","1080000","CLIK 4140 monthly revenue","REV-CLIK-2025-12-4140","AR"
"JE-CLIK-00050-2","CLIK","2025-01-28","1112","IN","7875000","CLIK 4120 monthly revenue","REV-CLIK-2025-01-4120","AR"
"JE-CLIK-00051-2","CLIK","2025-02-28","1112","IN","7350000","CLIK 4120 monthly revenue","REV-CLIK-2025-02-4120","AR"
"JE-CLIK-00052-2","CLIK","2025-03-28","1112","IN","8925000","CLIK 4120 monthly revenue","REV-CLIK-2025-03-4120","AR"
"JE-CLIK-00053-2","CLIK","2025-04-28","1112","IN","7875000","CLIK 4120 monthly revenue","REV-CLIK-2025-04-4120","AR"
"JE-CLIK-00054-2","CLIK","2025-05-28","1112","IN","8400000","CLIK 4120 monthly revenue","REV-CLIK-2025-05-4120","AR"
"JE-CLIK-00055-2","CLIK","2025-06-28","1112","IN","8925000","CLIK 4120 monthly revenue","REV-CLIK-2025-06-4120","AR"
"JE-CLIK-00056-2","CLIK","2025-07-28","1112","IN","8925000","CLIK 4120 monthly revenue","REV-CLIK-2025-07-4120","AR"
"JE-CLIK-00057-2","CLIK","2025-08-28","1112","IN","8925000","CLIK 4120 monthly revenue","REV-CLIK-2025-08-4120","AR"
"JE-CLIK-00058-2","CLIK","2025-09-28","1112","IN","9450000","CLIK 4120 monthly revenue","REV-CLIK-2025-09-4120","AR"
"JE-CLIK-00059-2","CLIK","2025-10-28","1112","IN","9450000","CLIK 4120 monthly revenue","REV-CLIK-2025-10-4120","AR"
"JE-CLIK-00060-2","CLIK","2025-11-28","1112","IN","9450000","CLIK 4120 monthly revenue","REV-CLIK-2025-11-4120","AR"
"JE-CLIK-00061-2","CLIK","2025-12-28","1112","IN","9450000","CLIK 4120 monthly revenue","REV-CLIK-2025-12-4120","AR"
"JE-CLIK-00110-2","CLIK","2025-01-28","1112","OUT","2075000","CLIK SGA 5411","OPEX-CLIK-2025-01-5411","GL"
"JE-CLIK-00111-2","CLIK","2025-02-28","1112","OUT","2075000","CLIK SGA 5411","OPEX-CLIK-2025-02-5411","GL"
"JE-CLIK-00112-2","CLIK","2025-03-28","1112","OUT","2075000","CLIK SGA 5411","OPEX-CLIK-2025-03-5411","GL"
"JE-CLIK-00113-2","CLIK","2025-04-28","1112","OUT","2075000","CLIK SGA 5411","OPEX-CLIK-2025-04-5411","GL"
"JE-CLIK-00114-2","CLIK","2025-05-28","1112","OUT","2075000","CLIK SGA 5411","OPEX-CLIK-2025-05-5411","GL"
"JE-CLIK-00115-2","CLIK","2025-06-28","1112","OUT","2075000","CLIK SGA 5411","OPEX-CLIK-2025-06-5411","GL"
"JE-CLIK-00116-2","CLIK","2025-07-28","1112","OUT","2075000","CLIK SGA 5411","OPEX-CLIK-2025-07-5411","GL"
"JE-CLIK-00117-2","CLIK","2025-08-28","1112","OUT","2075000","CLIK SGA 5411","OPEX-CLIK-2025-08-5411","GL"
"JE-CLIK-00118-2","CLIK","2025-09-28","1112","OUT","2100000","CLIK SGA 5411","OPEX-CLIK-2025-09-5411","GL"
"JE-CLIK-00119-2","CLIK","2025-10-28","1112","OUT","2100000","CLIK SGA 5411","OPEX-CLIK-2025-10-5411","GL"
"JE-CLIK-00120-2","CLIK","2025-11-28","1112","OUT","2100000","CLIK SGA 5411","OPEX-CLIK-2025-11-5411","GL"
"JE-CLIK-00121-2","CLIK","2025-12-28","1112","OUT","2100000","CLIK SGA 5411","OPEX-CLIK-2025-12-5411","GL"
"JE-CLIK-00230-2","CLIK","2025-01-25","1112","OUT","298800","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-01-5510_OTHER","GL"
"JE-CLIK-00231-2","CLIK","2025-02-25","1112","OUT","298800","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-02-5510_OTHER","GL"
"JE-CLIK-00232-2","CLIK","2025-03-25","1112","OUT","298800","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-03-5510_OTHER","GL"
"JE-CLIK-00233-2","CLIK","2025-04-25","1112","OUT","298800","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-04-5510_OTHER","GL"
"JE-CLIK-00234-2","CLIK","2025-05-25","1112","OUT","298800","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-05-5510_OTHER","GL"
"JE-CLIK-00235-2","CLIK","2025-06-25","1112","OUT","298800","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-06-5510_OTHER","GL"
"JE-CLIK-00236-2","CLIK","2025-07-25","1112","OUT","298800","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-07-5510_OTHER","GL"
"JE-CLIK-00237-2","CLIK","2025-08-25","1112","OUT","298800","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-08-5510_OTHER","GL"
"JE-CLIK-00238-2","CLIK","2025-09-25","1112","OUT","302400","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-09-5510_OTHER","GL"
"JE-CLIK-00239-2","CLIK","2025-10-25","1112","OUT","302400","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-10-5510_OTHER","GL"
"JE-CLIK-00240-2","CLIK","2025-11-25","1112","OUT","302400","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-11-5510_OTHER","GL"
"JE-CLIK-00241-2","CLIK","2025-12-25","1112","OUT","302400","CLIK interest expense 5510_OTHER","FIN-CLIK-2025-12-5510_OTHER","GL"
"JE-CLIK-00254-2","CLIK","2025-01-25","1112","OUT","365200","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-01-5510_LTBANK","GL"
"JE-CLIK-00255-2","CLIK","2025-02-25","1112","OUT","365200","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-02-5510_LTBANK","GL"
"JE-CLIK-00256-2","CLIK","2025-03-25","1112","OUT","365200","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-03-5510_LTBANK","GL"
"JE-CLIK-00257-2","CLIK","2025-04-25","1112","OUT","365200","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-04-5510_LTBANK","GL"
"JE-CLIK-00258-2","CLIK","2025-05-25","1112","OUT","365200","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-05-5510_LTBANK","GL"
"JE-CLIK-00259-2","CLIK","2025-06-25","1112","OUT","365200","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-06-5510_LTBANK","GL"
"JE-CLIK-00260-2","CLIK","2025-07-25","1112","OUT","365200","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-07-5510_LTBANK","GL"
"JE-CLIK-00261-2","CLIK","2025-08-25","1112","OUT","365200","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-08-5510_LTBANK","GL"
"JE-CLIK-00262-2","CLIK","2025-09-25","1112","OUT","369600","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-09-5510_LTBANK","GL"
"JE-CLIK-00263-2","CLIK","2025-10-25","1112","OUT","369600","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-10-5510_LTBANK","GL"
"JE-CLIK-00264-2","CLIK","2025-11-25","1112","OUT","369600","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-11-5510_LTBANK","GL"
"JE-CLIK-00265-2","CLIK","2025-12-25","1112","OUT","369600","CLIK interest expense 5510_LTBANK","FIN-CLIK-2025-12-5510_LTBANK","GL"
"JE-CLIK-00266-2","CLIK","2025-01-01","1112","OUT","149400","CLIK lease payment","LEASE-CLIK-2025-01","BANK"
"JE-CLIK-00267-2","CLIK","2025-02-01","1112","OUT","149400","CLIK lease payment","LEASE-CLIK-2025-02","BANK"
"JE-CLIK-00268-2","CLIK","2025-03-01","1112","OUT","149400","CLIK lease payment","LEASE-CLIK-2025-03","BANK"
"JE-CLIK-00269-2","CLIK","2025-04-01","1112","OUT","149400","CLIK lease payment","LEASE-CLIK-2025-04","BANK"
"JE-CLIK-00270-2","CLIK","2025-05-01","1112","OUT","149400","CLIK lease payment","LEASE-CLIK-2025-05","BANK"
"JE-CLIK-00271-2","CLIK","2025-06-01","1112","OUT","149400","CLIK lease payment","LEASE-CLIK-2025-06","BANK"
"JE-CLIK-00272-2","CLIK","2025-07-01","1112","OUT","149400","CLIK lease payment","LEASE-CLIK-2025-07","BANK"
"JE-CLIK-00273-2","CLIK","2025-08-01","1112","OUT","149400","CLIK lease payment","LEASE-CLIK-2025-08","BANK"
"JE-CLIK-00274-2","CLIK","2025-09-01","1112","OUT","151200","CLIK lease payment","LEASE-CLIK-2025-09","BANK"
"JE-CLIK-00275-2","CLIK","2025-10-01","1112","OUT","151200","CLIK lease payment","LEASE-CLIK-2025-10","BANK"
"JE-CLIK-00276-2","CLIK","2025-11-01","1112","OUT","151200","CLIK lease payment","LEASE-CLIK-2025-11","BANK"
"JE-CLIK-00277-2","CLIK","2025-12-01","1112","OUT","151200","CLIK lease payment","LEASE-CLIK-2025-12","BANK"
"JE-CLIK-00279-1","CLIK","2025-01-18","1112","IN","4140000","CLIK AR receipts","AR-RCP-CLIK-2025-01","BANK"
"JE-CLIK-00280-1","CLIK","2025-02-18","1112","IN","3864000","CLIK AR receipts","AR-RCP-CLIK-2025-02","BANK"
"JE-CLIK-00281-1","CLIK","2025-03-18","1112","IN","4692000","CLIK AR receipts","AR-RCP-CLIK-2025-03","BANK"
"JE-CLIK-00282-1","CLIK","2025-04-18","1112","IN","4140000","CLIK AR receipts","AR-RCP-CLIK-2025-04","BANK"
"JE-CLIK-00283-1","CLIK","2025-05-18","1112","IN","4416000","CLIK AR receipts","AR-RCP-CLIK-2025-05","BANK"
"JE-CLIK-00284-1","CLIK","2025-06-18","1112","IN","4692000","CLIK AR receipts","AR-RCP-CLIK-2025-06","BANK"
"JE-CLIK-00285-1","CLIK","2025-07-18","1112","IN","4692000","CLIK AR receipts","AR-RCP-CLIK-2025-07","BANK"
"JE-CLIK-00286-1","CLIK","2025-08-18","1112","IN","4692000","CLIK AR receipts","AR-RCP-CLIK-2025-08","BANK"
"JE-CLIK-00287-1","CLIK","2025-09-18","1112","IN","4968000","CLIK AR receipts","AR-RCP-CLIK-2025-09","BANK"
"JE-CLIK-00288-1","CLIK","2025-10-18","1112","IN","4968000","CLIK AR receipts","AR-RCP-CLIK-2025-10","BANK"
"JE-CLIK-00289-1","CLIK","2025-11-18","1112","IN","4968000","CLIK AR receipts","AR-RCP-CLIK-2025-11","BANK"
"JE-CLIK-00290-1","CLIK","2025-12-18","1112","IN","4968000","CLIK AR receipts","AR-RCP-CLIK-2025-12","BANK"
"JE-CLIK-00291-1","CLIK","2025-01-22","1112","IN","247500","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-01","BANK"
"JE-CLIK-00292-1","CLIK","2025-02-22","1112","IN","231000","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-02","BANK"
"JE-CLIK-00293-1","CLIK","2025-03-22","1112","IN","280500","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-03","BANK"
"JE-CLIK-00294-1","CLIK","2025-04-22","1112","IN","247500","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-04","BANK"
"JE-CLIK-00295-1","CLIK","2025-05-22","1112","IN","264000","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-05","BANK"
"JE-CLIK-00296-1","CLIK","2025-06-22","1112","IN","280500","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-06","BANK"
"JE-CLIK-00297-1","CLIK","2025-07-22","1112","IN","280500","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-07","BANK"
"JE-CLIK-00298-1","CLIK","2025-08-22","1112","IN","280500","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-08","BANK"
"JE-CLIK-00299-1","CLIK","2025-09-22","1112","IN","297000","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-09","BANK"
"JE-CLIK-00300-1","CLIK","2025-10-22","1112","IN","297000","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-10","BANK"
"JE-CLIK-00301-1","CLIK","2025-11-22","1112","IN","297000","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-11","BANK"
"JE-CLIK-00302-1","CLIK","2025-12-22","1112","IN","297000","CLIK IC AR receipt from HMW","IC-RCP-CLIK-2025-12","BANK"
"JE-CLIK-00303-2","CLIK","2025-01-10","1112","OUT","8925000","CLIK AP payment","AP-PAY-CLIK-2025-01-2130","BANK"
"JE-CLIK-00304-2","CLIK","2025-02-10","1112","OUT","8330000","CLIK AP payment","AP-PAY-CLIK-2025-02-2130","BANK"
"JE-CLIK-00305-2","CLIK","2025-03-10","1112","OUT","10115000","CLIK AP payment","AP-PAY-CLIK-2025-03-2130","BANK"
"JE-CLIK-00306-2","CLIK","2025-04-10","1112","OUT","8925000","CLIK AP payment","AP-PAY-CLIK-2025-04-2130","BANK"
"JE-CLIK-00307-2","CLIK","2025-05-10","1112","OUT","9520000","CLIK AP payment","AP-PAY-CLIK-2025-05-2130","BANK"
"JE-CLIK-00308-2","CLIK","2025-06-10","1112","OUT","10115000","CLIK AP payment","AP-PAY-CLIK-2025-06-2130","BANK"
"JE-CLIK-00309-2","CLIK","2025-07-10","1112","OUT","10115000","CLIK AP payment","AP-PAY-CLIK-2025-07-2130","BANK"
"JE-CLIK-00310-2","CLIK","2025-08-10","1112","OUT","10115000","CLIK AP payment","AP-PAY-CLIK-2025-08-2130","BANK"
"JE-CLIK-00311-2","CLIK","2025-09-10","1112","OUT","10710000","CLIK AP payment","AP-PAY-CLIK-2025-09-2130","BANK"
"JE-CLIK-00312-2","CLIK","2025-10-10","1112","OUT","10710000","CLIK AP payment","AP-PAY-CLIK-2025-10-2130","BANK"
"JE-CLIK-00313-2","CLIK","2025-11-10","1112","OUT","10710000","CLIK AP payment","AP-PAY-CLIK-2025-11-2130","BANK"
"JE-CLIK-00314-2","CLIK","2025-12-10","1112","OUT","10710000","CLIK AP payment","AP-PAY-CLIK-2025-12-2130","BANK"
"JE-CLIK-00315-2","CLIK","2025-01-10","1112","OUT","4350000","CLIK AP payment","AP-PAY-CLIK-2025-01-2122","BANK"
"JE-CLIK-00316-2","CLIK","2025-02-10","1112","OUT","4060000","CLIK AP payment","AP-PAY-CLIK-2025-02-2122","BANK"
"JE-CLIK-00317-2","CLIK","2025-03-10","1112","OUT","4930000","CLIK AP payment","AP-PAY-CLIK-2025-03-2122","BANK"
"JE-CLIK-00318-2","CLIK","2025-04-10","1112","OUT","4350000","CLIK AP payment","AP-PAY-CLIK-2025-04-2122","BANK"
"JE-CLIK-00319-2","CLIK","2025-05-10","1112","OUT","4640000","CLIK AP payment","AP-PAY-CLIK-2025-05-2122","BANK"
"JE-CLIK-00320-2","CLIK","2025-06-10","1112","OUT","4930000","CLIK AP payment","AP-PAY-CLIK-2025-06-2122","BANK"
"JE-CLIK-00321-2","CLIK","2025-07-10","1112","OUT","4930000","CLIK AP payment","AP-PAY-CLIK-2025-07-2122","BANK"
"JE-CLIK-00322-2","CLIK","2025-08-10","1112","OUT","4930000","CLIK AP payment","AP-PAY-CLIK-2025-08-2122","BANK"
"JE-CLIK-00323-2","CLIK","2025-09-10","1112","OUT","5220000","CLIK AP payment","AP-PAY-CLIK-2025-09-2122","BANK"
"JE-CLIK-00324-2","CLIK","2025-10-10","1112","OUT","5220000","CLIK AP payment","AP-PAY-CLIK-2025-10-2122","BANK"
"JE-CLIK-00325-2","CLIK","2025-11-10","1112","OUT","5220000","CLIK AP payment","AP-PAY-CLIK-2025-11-2122","BANK"
"JE-CLIK-00326-2","CLIK","2025-12-10","1112","OUT","5220000","CLIK AP payment","AP-PAY-CLIK-2025-12-2122","BANK"
"JE-CLIK-00327-2","CLIK","2025-01-10","1112","OUT","1207500","CLIK AP payment","AP-PAY-CLIK-2025-01-2125","BANK"
"JE-CLIK-00328-2","CLIK","2025-02-10","1112","OUT","1127000","CLIK AP payment","AP-PAY-CLIK-2025-02-2125","BANK"
"JE-CLIK-00329-2","CLIK","2025-03-10","1112","OUT","1368500","CLIK AP payment","AP-PAY-CLIK-2025-03-2125","BANK"
"JE-CLIK-00330-2","CLIK","2025-04-10","1112","OUT","1207500","CLIK AP payment","AP-PAY-CLIK-2025-04-2125","BANK"
"JE-CLIK-00331-2","CLIK","2025-05-10","1112","OUT","1288000","CLIK AP payment","AP-PAY-CLIK-2025-05-2125","BANK"
