account_code,account_name_th,sub_caption_th,fs_caption_th,bs_class,cf_category,acg_dec25,hmw_dec25,clik_dec25,conso_dec25,acg_mar26,hmw_mar26,clik_mar26,conso_mar26,companies_active
11231050,สินทรัพย์สิทธิการใช้,,สินทรัพย์สิทธิการใช้,Asset,Trade Receivables / AR,0,98730005.7,109066332.1,207796337.8,0,961237.52,1061872.2226,2023109.7426,"HMW,CLIK"
11231050-1,เงินค้ำประกัน-ธนาคาร,,สินทรัพย์ไม่หมุนเวียนอื่น,Asset,Trade Receivables / AR,0,0,0,0,0,0,0,0,-
11232050,ค่าเสื่อมราคาสะสม-สัญญาเช่า,,สินทรัพย์สิทธิการใช้,Asset,Trade Receivables / AR,0,-20792927.74,-45090485.06,-65883412.8,0,-202440.4046,-439001.96020000003,-641442.3648000001,"HMW,CLIK"
2,3,4,7,,Other (),0,0,0,0,8,0,0,0,ACG
21111010,เงินเบิกเกินบัญชี,,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21111020,เงินกู้ยืมระยะสั้นจากธนาคาร,,เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน,Liabilities,Trade Payables / AP,-120000000,0,0,-120000000,0,0,0,0,ACG
21111030,ตั๋วเงินจ่าย,,เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,Liabilities,Trade Payables / AP,0,-120000000,0,-120000000,0,-900000,0,-900000,HMW
21121010,เจ้าหนี้การค้า-กิจการที่ไม่เกี่ยวข้องกัน,,เจ้าหนี้การค้า ,Liabilities,Trade Payables / AP,0,-5304437.67,-10121336.26,-15425773.93,0,-54230.8957,-103477.3458,-157708.2415,"HMW,CLIK"
21121020,เจ้าหนี้การค้า-ฮอนด้า ออโต้โมบิล,,เจ้าหนี้การค้า ,Liabilities,Trade Payables / AP,0,-68921560.68,0,-68921560.68,0,-704632.2722,0,-704632.2722,HMW
21121030,เจ้าหนี้การค้า-กิจการที่เกี่ยวข้องกัน,,เจ้าหนี้การค้า ,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21121030-1,เจ้าหนี้การค้า-กิจการที่ไม่เกี่ยวข้องกัน-ของโป๊วะ,,เจ้าหนี้การค้า ,Liabilities,Trade Payables / AP,0,0,-3602713.31,-3602713.31,0,0,-36833.0032,-36833.0032,CLIK
21121040,ประมาณการส่วนลดอะไหล่/ส่งเสริมการขาย,,เจ้าหนี้การค้า ,Liabilities,Trade Payables / AP,0,0,775553.68,775553.68,0,0,7929.015899999999,7929.015899999999,CLIK
21121050,เจ้าหนี้การค้า-ฝากขาย,,เจ้าหนี้การค้า ,Liabilities,Trade Payables / AP,0,0,76112.29,76112.29,0,0,778.148,778.148,CLIK
21122010,เจ้าหนี้-กิจการที่เกี่ยวข้องกัน,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21132010,เงินกู้ยืมระยะสั้นจากกิจการที่เกี่ยวข้องกัน,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21132011,ดอกเบี้ยค้างจ่ายจากกิจการที่เกี่ยวข้องกัน,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21133010,ส่วนของหนี้สินระยะยาวที่ถึงกำหนดชำระภายใน 1 ปี,,     ที่ถึงกำหนดชำระภายในหนึ่งปี,Liabilities,Trade Payables / AP,-10510744,0,0,-10510744,0,0,0,0,ACG
21141011,ค่าใช้จ่ายค้างจ่าย,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,-488393.09,-3670749.16,-1458350.44,-5617492.69,-5055.9884,-38000.6709,-18197.2711,-58153.9304,"ACG,HMW,CLIK"
21141012,เงินประกันสังคมค้างจ่าย,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,-157852.95,-254214.21,-189442.09,-601509.25,-1634.14,-2631.7,-1961.16,-6227,"ACG,HMW,CLIK"
21141013,ค่านายหน้าค้างจ่าย,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21141014,เงินปันผลค้างจ่าย,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,-3370.57,0.02,0,-3370.55,-34.8931,0.0002,0,-34.8929,"ACG,HMW"
21141015,ดอกเบี้ยค้างจ่ายจากธนาคาร,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21141016,เงิน กยศ พนักงานค้างจ่าย,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,-27133.12,-33946.1,-12128.72,-73207.94,-280.89,-351.42,-125.56,-757.87,"ACG,HMW,CLIK"
21142011,เงินรับล่วงหน้า-จองรถยนต์,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-668594.46,0,-668594.46,0,-6921.4857999999995,0,-6921.4857999999995,HMW
21142012,เงินรับล่วงหน้า-อะไหล่,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-3859897.06,-328204.84,-4188101.9,0,-39958.7854,-3397.6727,-43356.4581,"HMW,CLIK"
21142013,เงินรับล่วงหน้า-Honda Pay Save,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-1529286,0,-1529286,0,-15831.6168,0,-15831.6168,HMW
21142014,เงินรับล่วงหน้า-ค่าทะเบียน,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-225873.86,0,-225873.86,0,-2338.3124,0,-2338.3124,HMW
21142015,"เงินรับล่วงหน้า-ค่าประกันภัย,พรบ.",,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-90439.9,-401.84,-90841.74,0,-936.2603,-4.16,-940.4203,"HMW,CLIK"
21142016,เงินมัดจำ-ป้ายแดง,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-422201.13,0,-422201.13,0,-4370.7498,0,-4370.7498,HMW
21142017,เงินรับล่วงหน้า-Untimate Care,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21142017-1,ภาษีเงินได้หัก ณ ที่จ่ายค้างจ่าย (E-WHT),,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21142018,เงินรับล่วงหน้า-ค่าช่วยเหลือการขายรถยนต์,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21142019,เงินรับล่วงหน้า - ค่าแรงซ่อม,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-33027.4,0,-33027.4,0,-341.90930000000003,0,-341.90930000000003,HMW
21142020,เงินรับล่วงหน้า-เคลือบเซรามิค 9H,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-2810005.47,0,-2810005.47,0,-29090,0,-29090,HMW
21142022,เงินรับล่วงหน้าจากการขายรถยนต์ (เงินดาวน์),,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21142023,เงินรับล่วงหน้า-ค่าต่อทะเบียนภาษี,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-16459.82,-934.36,-17394.18,0,-170.3969,-9.6728,-180.06969999999998,"HMW,CLIK"
21142024,"เงินรับล่วงหน้า-ค่าประกันภัย,พรบ.(ปีต่อ)",,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-1699242.97,0,-1699242.97,0,-17591.0612,0,-17591.0612,HMW
21142025,รายได้รอการรับรู้,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-38638.78,0,-38638.78,0,-400,0,-400,HMW
21143011,ภาษีเงินได้หัก ณ ที่จ่ายค้างจ่าย (ภงด. 3),,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,-341709.19,-40142.52,-51.86,-381903.57,-2038.1204,-239.4296,-0.3093,-2277.8593,"ACG,HMW,CLIK"
21143012,ภาษีเงินได้หัก ณ ที่จ่ายค้างจ่าย (ภงด. 53),,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,-482.66,-8925.21,-380.38,-9788.25,-2.8788,-53.234300000000005,-2.2688,-58.3819,"ACG,HMW,CLIK"
21143013,ภาษีขาย,,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21143014,ภาษีมูลค่าเพิ่มรอนำส่ง,,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,-578323.76,-3254667.53,-671025.15,-4504016.44,-3449.4052,-19412.4257,-4002.3215,-26864.1524,"ACG,HMW,CLIK"
21143015,ภาษีเงินได้นิติบุคคลค้างจ่าย,,ภาษีเงินได้นิติบุคคลค้างจ่าย,Liabilities,Trade Payables / AP,0,-5996908,0,-5996908,0,-91746.1132,0,-91746.1132,HMW
21143016,ภาษีเงินได้หัก ณ ที่จ่ายค้างจ่าย-ออนไลน์ (ภงด. 53),,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21143017,ภาษีเงินได้หัก ณ ที่จ่ายค้างจ่าย (ภงด. 1),,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-85474.26,-6112.14,-91586.4,0,-509.81019999999995,-36.455799999999996,-546.266,"HMW,CLIK"
21143018,เงินรับล่วงหน้า-อะไหล่เคลม,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21143020,เงินรับล่วงหน้า-CLIKSAVE,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21143021,เงินประกันผลงาน,,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,-167658.98,-167658.98,0,0,-1000,-1000,CLIK
21143022,เงินรับล่วงหน้า-VOUCHER,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,-104639.63,-104639.63,0,0,-1083.2601,-1083.2601,CLIK
21143023,       เงินรับล่วงหน้า-PREMIUMCARE,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21143025,เงินรับล่วงหน้า-อื่นๆ,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,-1643.05,-1643.05,0,0,-17.0093,-17.0093,CLIK
21151010,เจ้าหนี้อื่น,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,-522670.43,-2546448.96,-1007499.54,-4076618.93,-5410.8374,-26361.5858,-10429.9305,-42202.3537,"ACG,HMW,CLIK"
21151011,เงินประกันพนักงาน,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-129970.45,0,-129970.45,0,-1345.4922,0,-1345.4922,HMW
21151012,หนี้สินหมุนเวียนอื่น,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,-102342.29,-243118.5,-269380.64,-614841.43,-1059.4774,-2516.8340000000003,-2788.7073,-6365.0187,"ACG,HMW,CLIK"
21151013,เช็คค้างจ่าย,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21151014,"เงินรับล่วงหน้า-ค่าประกันภัย,พรบ (แถม)",,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-73901.41,0,-73901.41,0,-765.0491000000001,0,-765.0491000000001,HMW
21151015,เจ้าหนี้อื่น-กิจการที่เกี่ยวข้องกัน,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,-42.2975,-103654.49960000001,-9725.2651,0,"ACG,HMW,CLIK"
21151016,เงินประกันผลงาน - BP,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,-1118297.79,0,-1118297.79,0,-11576.9464,0,-11576.9464,HMW
21200010,เงินประกันความเสียหาย,,หนี้สินไม่หมุนเวียนอื่น,Liabilities,Trade Payables / AP,-6213079,0,0,-6213079,0,0,0,0,ACG
21211010,เงินกู้ยืมระยะยาว,,เงินกู้ยืมระยะยาวจากสถาบันการเงิน,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21212010,เงินกู้ยืมจากบริษัทย่อย,,เงินกู้ยืมจากกิจการที่เกี่ยวข้องกัน,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21212011,ดอกเบี้ยค้างจ่ายจากบริษัทย่อย,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,0,0,-
21212030,เงินกู้ยืมจากบริษัทอื่น,,เงินกู้ยืมจากกิจการที่เกี่ยวข้องกัน,Liabilities,Trade Payables / AP,0,0,0,0,0,0,-2500000,0,CLIK
21212031,ดอกเบี้ยค้างจ่ายจากจากบริษัทอื่น,,เจ้าหนี้หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,0,0,0,0,-3450.4109999999996,0,CLIK
21221010,ประมาณการผลประโยชน์พนักงานหลังออกจากงาน,,     ผลประโยชน์พนักงาน,Liabilities,Trade Payables / AP,-7654923.64,-2825152.88,-378193.48,-10858270,-79010.3064,-29159.819900000002,-3903.5246,-112073.6509,"ACG,HMW,CLIK"
21221011,หนี้สินไม่หมุนเวียนอื่น,,หนี้สินไม่หมุนเวียนอื่น,Liabilities,Trade Payables / AP,-6213079,0,0,-6213079,0,0,0,0,ACG
21221012,หนี้สินภาษีเงินได้รอการตัดบัญชี,,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,Asset,Trade Payables / AP,0,-514229.31,-947924.43,-1462153.74,0,-5387.206,-9930.7138,-15317.9198,"HMW,CLIK"
21221013,หนี้สินตามสัญญาเช่า,,หนี้สินตามสัญญาเช่า,Liabilities,Trade Payables / AP,0,-153557131.22,-75154029.66,-228711160.88,0,-1618194.2103,-791977.6484000001,-2410171.8587,"HMW,CLIK"
21221014,ดอกเบี้ยรอตัดจ่าย-สัญญาเช่า,,หนี้สินตามสัญญาเช่า,Liabilities,Trade Payables / AP,0,61541115.19,9550337.69,71091452.88,0,648523.9435,100642.0284,749165.9719,"HMW,CLIK"
21221050,ค่ารื้อถอน,,ประมาณการหนี้สินไม่หมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,-6213079,-6213079,0,0,-62906.2512,-62906.2512,CLIK
21221060,ประมาณการหนี้สินจากการรับประกันสินค้า,,หนี้สินหมุนเวียนอื่น,Liabilities,Trade Payables / AP,0,0,-342255.36,-342255.36,0,0,-2041.378,-2041.378,CLIK
31100010,ทุนที่ออกและเรียกชำระแล้ว,, ทุนที่ออกและชำระแล้ว,Equity,Equity / Share Capital,-300000000,-550000000,550000000,-300000000,-3000000,-5500000,-500000,-3000000,"ACG,HMW,CLIK"
31100020,ส่วนเกินมูลค่าหุ้น,,ส่วนเกินมูลค่าหุ้นสามัญ,Equity,Equity / Share Capital,-137109509,0,0,-137109509,-1371095.091,0,0,-1371095.091,ACG
31200010,กำไรสะสมจัดสรร-สำรองตามกฎหมาย,,         ทุนสำรองตามกฎหมาย,Equity,Equity / Share Capital,-8378303,-38789998.56,38789998.56,-8378303,-83783.0331,-387900,0,-83783.0331,"ACG,HMW,CLIK"
31200030,กำไร(ขาดทุน)สะสมที่ยังมิได้จัดสรร,,     ยังไม่ได้จัดสรร ,Equity,Equity / Share Capital,-282963497.26,-408351971.86,425616068.81,-265699400.31,-2828759.1675,-4082255.8215999994,1927463.6470000006,-2656171.6324228877,"ACG,HMW,CLIK"
31200040,เงินปันผลจ่าย,,     ยังไม่ได้จัดสรร ,Equity,Equity / Share Capital,113683752.37,147045512.3,-140043345.05,120685919.62,1136485.6592,1470000,0,1206485.6592,"ACG,HMW,CLIK"
31200050,กำไร(ขาดทุน)เบ็ดเสร็จอื่น,,     ยังไม่ได้จัดสรร ,Equity,Equity / Share Capital,3371879.19,-263712.82,-61173.68,3046992.69,33708.3555,-2636.312,-611.5473999999999,30460.496099999993,"ACG,HMW,CLIK"
31200060,ใบสำคัญแสดงสิทธิซื้อหุ้นสามัญ,,ใบสำคัญแสดงสิทธิที่จะซื้อหุ้น,Equity,Equity / Share Capital,-16113897,0,0,-16113897,-161484.1739,0,0,-161484.1739,ACG
41110002,รายได้จากการขาย-อะไหล่จากผู้จำหน่ายในพื้นที่,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,0,-72506625.76,-72506625.76,0,0,-140016.96790000002,-140016.96790000002,CLIK
41110003,รายได้จากการขายอะไหล่-ฝากขาย,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,0,-8167076.18,-8167076.18,0,0,-15771.375800000002,-15771.375800000002,CLIK
41110010,รายได้จากการขายรถยนต์,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,-746572874.83,0,-746572874.83,0,-1441700.9363999998,0,-1441700.9363999998,HMW
41110020,รายได้จากการขายรถยนต์ที่ใช้แล้ว,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41110097,ส่วนลดจ่าย-อะไหล่ฝากขาย,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,0,659406.27,659406.27,0,0,1273.3742,1273.3742,CLIK
41110098,ส่วนลดจ่าย-รถยนต์,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,16027286.55,0,16027286.55,0,30950.1655,0,30950.1655,HMW
41110099,ส่วนลดเงินสด-รถยนต์,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41110100,ส่วนลดจ่าย-อะไหล่จากผู้จำหน่ายในพื้นที่,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,0,445419.27,445419.27,0,0,860.1456,860.1456,CLIK
41210010,รายได้จากการขายอะไหล่,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,-232610596.97,-175929221.26,-408539818.23,0,-449192.4724,-339735.5189,-788927.9913,"HMW,CLIK"
41210011,รายได้จากการขายอะไหล่ - BP,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,-70958903.72,0,-70958903.72,0,-137028.1742,0,-137028.1742,HMW
41210097,ส่วนลดจ่าย-อะไหล่ - GRPM,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,3758596.82,0,3758596.82,0,7258.196399999999,0,7258.196399999999,HMW
41210098,ส่วนลดจ่าย-อะไหล่,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,6124768.34,22513544.3,28638312.64,0,11827.491399999999,43475.726200000005,55303.217599999996,"HMW,CLIK"
41210099,ส่วนลดเงินสด-อะไหล่,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41211010,รายได้จากการขายอุปกรณ์ตกแต่ง,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,-11300887.96,0,-11300887.96,0,-21823.054799999998,0,-21823.054799999998,HMW
41211011,รายได้จากการขายอุปกรณ์ตกแต่ง-ออนไลน์,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41211012,รายได้จากการขายอุปกรณ์ตกแต่ง - GRPM,,รายได้จากการขาย,PL,Revenue / Income,0,-2200987.53,0,-2200987.53,0,-4250.3095,0,-4250.3095,HMW
41211013,รายได้จากการขายอุปกรณ์ตกแต่ง - BP,,รายได้จากการขาย,PL,Revenue / Income,0,-4716657.63,0,-4716657.63,0,-9108.3,0,-9108.3,HMW
41211095,ส่วนลดจ่าย-อุปกรณ์ตกแต่ง - Sale,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,68169.36,0,68169.36,0,131.6413,0,131.6413,HMW
41211096,ส่วนลดจ่าย-อุปกรณ์ตกแต่ง - GRPM,,รายได้จากการขาย,PL,Revenue / Income,0,54970.24,0,54970.24,0,106.1526,0,106.1526,HMW
41211097,ส่วนลดจ่ายอุปกรณ์ตกแต่ง-ออนไลน์,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41211098,ส่วนลดจ่าย-อุปกรณ์ตกแต่ง - BP,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,94373.08,0,94373.08,0,182.24310000000003,0,182.24310000000003,HMW
41211099,ส่วนลดเงินสด-อุปกรณ์ตกแต่ง,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41212010,รายได้จากการขายอะไหล่เคลม,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,-39274984.83,0,-39274984.83,0,-75843.6106,0,-75843.6106,HMW
41212098,ส่วนลดจ่าย-อะไหล่เคลม,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41212099,ส่วนลดเงินสด-อะไหล่เคลม,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41310003,รายได้ค่าบริการซ่อม-อะไหล่จากผู้จำหน่ายในพื้นที่,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41310004,รายได้ค่าบริการ-ฟลัชชิ่งระบบแอร์,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,0,-10863.09,-10863.09,0,0,-10863.09,-10863.09,CLIK
41310010,รายได้ค่าบริการซ่อมรถยนต์,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,-95876.81,-49103.29,-144980.099,0,-95876.8075,-49103.29149999999,-144980.099,"HMW,CLIK"
41310011,รายได้ค่าบริการซ่อมรถยนต์-เคาะพ่นสี,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,-216098.74,0,-216098.7391,0,-216098.7391,0,-216098.7391,HMW
41310012,รายได้ค่าบริการ-อื่น,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,-2387.42,-7609.33,-9996.7499,0,-2387.4163,-7609.3336,-9996.7499,"HMW,CLIK"
41310013,รายได้ค่าบริการ-บริหารจัดการ,รายได้ค่าบริการ-บริหารจัดการ,รายได้จากการให้บริการ,PL,Revenue / Income,0,0,0,0,-171501.509,-6.332999999999999,0,0,"ACG,HMW"
41310013-1,รายได้ค่าบริการ-เคลือบเซรามิค 9H,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41310015,รายได้ค่าบริการ-ล้างหัวฉีดเครื่องยนต์,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41310016,รายได้ค่าบริการเช็คระยะรถยนต์ - PM,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,-43811.35,0,-43811.35,0,-43811.35,0,-43811.35,HMW
41310096,ส่วนลดจ่าย-บริการเช็คระยะ - PM,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,495.86,0,495.8641,0,495.8641,0,495.8641,HMW
41310097,ส่วนลดจ่าย-ค่าบริการฟลัชชิ่ง,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,672.2,1885.24,2557.4404,0,672.1988,1885.2416,2557.4404,"HMW,CLIK"
41310098,ส่วนลดจ่าย-บริการซ่อม,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,19574.14,20724.82,40298.9589,0,19574.143500000002,20724.8154,40298.9589,"HMW,CLIK"
41310099,ส่วนลดเงินสด-บริการซ่อม,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41310100,ส่วนลดจ่าย-บริการซ่อมอะไหล่จากผู้จำหน่ายในพื้นที่,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,0,0,0,0,0,0,0,-
41410010,รายได้บริการเคลมฮอนด้า,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,-37239.26,0,-37239.2605,0,-37239.2605,0,-37239.2605,HMW
41410098,ส่วนลดจ่าย-VOUCHER,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Revenue / Income,0,0,3200,3200,0,0,3200,3200,CLIK
41510010,รายได้จากผลิตภัณฑ์เสริม - Sale,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,-12081392.4,0,-12081392.4,0,-23330.280700000003,0,-23330.280700000003,HMW
41510011,รายได้จากผลิตภัณฑ์เสริม - Service,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,-144092.28,0,-144092.2783,0,-144092.27829999998,0,-144092.27829999998,HMW
41510098,ส่วนลดจ่าย Untimate Care,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Revenue / Income,0,130670.36,0,130670.36,0,252.3365,0,252.3365,HMW
41510099,ส่วนลดจ่ายผลิตภัณฑ์เสริม - Service,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการให้บริการ,PL,Revenue / Income,0,901.5,0,901.4981,0,901.4981,0,901.4981,HMW
42110010,ดอกเบี้ยรับ,รายได้อื่น,รายได้อื่น,PL,Other (PL),-2618.54,-7587.9,-9355.94,-19562.38,-5.208099999999999,-15.0918,-18.6083,-38.908199999999994,"ACG,HMW,CLIK"
42110011,เงินปันผลรับ,รายได้เงินปันผล,รายได้เงินปันผล,PL,Other (PL),0,0,0,0,0,0,0,0,-
42110012,กำไรจากการขายสินทรัพย์ถาวร,รายได้อื่น,ค่าใช้จ่ายในการบริหาร,PL,Other (PL),0,-15361.42,-3063.37,-18424.79,0,-39.4495,-7.867000000000001,-47.316500000000005,"HMW,CLIK"
42110013,รายได้-เงินรางวัลการขายเป้ารายเดือน-HONDA,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Other (PL),0,-4700710.58,0,-4700710.58,0,-9158.7279,0,-9158.7279,HMW
